Price,Prefecture
"12,037‰~",ibaraki
"12,037‰~",ibaraki
"12,037‰~",ibaraki
"12,037‰~",ibaraki
"12,037‰~",ibaraki
"12,037‰~",ibaraki
"12,037‰~",ibaraki
"12,037‰~",ibaraki
"12,037‰~",ibaraki
"12,946‰~",ibaraki
"12,946‰~",ibaraki
"12,946‰~",ibaraki
"12,946‰~",ibaraki
"12,946‰~",ibaraki
"12,946‰~",ibaraki
"12,946‰~",ibaraki
"12,946‰~",ibaraki
"12,946‰~",ibaraki
"12,946‰~",ibaraki
"12,946‰~",ibaraki
"13,855‰~",ibaraki
"13,855‰~",ibaraki
"13,855‰~",ibaraki
"13,855‰~",ibaraki
"13,855‰~",ibaraki
"13,855‰~",ibaraki
"13,855‰~",ibaraki
"14,764‰~",ibaraki
"14,764‰~",ibaraki
"14,764‰~",ibaraki
"2,537‰~",ibaraki
"5,810‰~",ibaraki
"5,810‰~",ibaraki
"2,537‰~",ibaraki
"2,810‰~",ibaraki
"2,810‰~",ibaraki
"2,810‰~",ibaraki
"2,810‰~",ibaraki
"3,082‰~",ibaraki
"3,082‰~",ibaraki
"3,082‰~",ibaraki
"3,082‰~",ibaraki
"3,082‰~",ibaraki
"3,082‰~",ibaraki
"3,082‰~",ibaraki
"3,082‰~",ibaraki
"3,082‰~",ibaraki
"3,082‰~",ibaraki
"3,082‰~",ibaraki
"3,082‰~",ibaraki
"3,082‰~",ibaraki
"3,537‰~",ibaraki
"3,537‰~",ibaraki
"3,537‰~",ibaraki
"3,537‰~",ibaraki
"3,537‰~",ibaraki
"3,537‰~",ibaraki
"3,537‰~",ibaraki
"3,537‰~",ibaraki
"3,537‰~",ibaraki
"3,537‰~",ibaraki
"3,537‰~",ibaraki
"3,537‰~",ibaraki
"3,537‰~",ibaraki
"3,991‰~",ibaraki
"3,991‰~",ibaraki
"3,991‰~",ibaraki
"3,991‰~",ibaraki
"3,991‰~",ibaraki
"3,991‰~",ibaraki
"3,991‰~",ibaraki
"4,446‰~",ibaraki
"4,446‰~",ibaraki
"4,991‰~",ibaraki
"5,446‰~",ibaraki
"6,264‰~",ibaraki
"6,719‰~",ibaraki
"6,719‰~",ibaraki
"6,719‰~",ibaraki
"6,719‰~",ibaraki
"6,719‰~",ibaraki
"6,719‰~",ibaraki
"7,628‰~",ibaraki
"7,628‰~",ibaraki
"7,628‰~",ibaraki
"7,628‰~",ibaraki
"7,628‰~",ibaraki
"7,628‰~",ibaraki
"7,628‰~",ibaraki
"8,082‰~",ibaraki
"8,173‰~",ibaraki
"8,173‰~",ibaraki
"8,537‰~",ibaraki
"8,537‰~",ibaraki
"8,537‰~",ibaraki
"8,537‰~",ibaraki
"8,537‰~",ibaraki
"8,537‰~",ibaraki
"8,991‰~",ibaraki
"9,446‰~",ibaraki
"9,446‰~",ibaraki
"9,446‰~",ibaraki
"9,446‰~",ibaraki
"9,900‰~",ibaraki
"10,355‰~",ibaraki
"10,355‰~",ibaraki
"10,355‰~",ibaraki
"10,355‰~",ibaraki
"10,355‰~",ibaraki
"10,355‰~",ibaraki
"10,810‰~",ibaraki
"10,810‰~",ibaraki
"10,810‰~",ibaraki
"10,900‰~",ibaraki
"11,264‰~",ibaraki
"11,264‰~",ibaraki
"11,264‰~",ibaraki
"11,264‰~",ibaraki
"11,264‰~",ibaraki
"11,264‰~",ibaraki
"11,264‰~",ibaraki
"11,264‰~",ibaraki
"11,719‰~",ibaraki
"11,719‰~",ibaraki
"11,719‰~",ibaraki
"12,173‰~",ibaraki
"12,173‰~",ibaraki
"12,173‰~",ibaraki
"12,628‰~",ibaraki
"12,628‰~",ibaraki
"13,082‰~",ibaraki
"13,628‰~",ibaraki
"13,991‰~",ibaraki
"13,991‰~",ibaraki
"15,446‰~",ibaraki
"15,446‰~",ibaraki
"4,137‰~",ibaraki
"10,046‰~",ibaraki
"10,500‰~",ibaraki
"4,864‰~",ibaraki
"4,864‰~",ibaraki
"4,864‰~",ibaraki
"4,864‰~",ibaraki
"5,046‰~",ibaraki
"5,046‰~",ibaraki
"5,046‰~",ibaraki
"5,500‰~",ibaraki
"5,500‰~",ibaraki
"5,500‰~",ibaraki
"5,500‰~",ibaraki
"5,500‰~",ibaraki
"5,773‰~",ibaraki
"5,773‰~",ibaraki
"5,773‰~",ibaraki
"6,137‰~",ibaraki
"6,137‰~",ibaraki
"6,137‰~",ibaraki
"6,228‰~",ibaraki
"6,410‰~",ibaraki
"6,410‰~",ibaraki
"6,864‰~",ibaraki
"6,864‰~",ibaraki
"6,864‰~",ibaraki
"6,864‰~",ibaraki
"6,955‰~",ibaraki
"7,319‰~",ibaraki
"7,319‰~",ibaraki
"7,591‰~",ibaraki
"7,864‰~",ibaraki
"8,228‰~",ibaraki
"8,500‰~",ibaraki
"8,955‰~",ibaraki
"10,500‰~",ibaraki
"11,864‰~",ibaraki
"11,864‰~",ibaraki
"11,864‰~",ibaraki
"12,319‰~",ibaraki
"12,773‰~",ibaraki
"13,228‰~",ibaraki
"13,228‰~",ibaraki
"13,682‰~",ibaraki
"14,137‰~",ibaraki
"14,137‰~",ibaraki
"15,319‰~",ibaraki
"16,228‰~",ibaraki
"17,137‰~",ibaraki
"3,500‰~",ibaraki
"5,500‰~",ibaraki
"6,500‰~",ibaraki
"3,446‰~",ibaraki
"6,719‰~",ibaraki
"7,628‰~",ibaraki
"3,719‰~",ibaraki
"3,719‰~",ibaraki
"3,991‰~",ibaraki
"3,991‰~",ibaraki
"3,991‰~",ibaraki
"3,991‰~",ibaraki
"3,991‰~",ibaraki
"4,128‰~",ibaraki
"4,355‰~",ibaraki
"4,355‰~",ibaraki
"4,628‰~",ibaraki
"4,628‰~",ibaraki
"4,628‰~",ibaraki
"4,628‰~",ibaraki
"4,628‰~",ibaraki
"4,628‰~",ibaraki
"4,628‰~",ibaraki
"4,628‰~",ibaraki
"4,628‰~",ibaraki
"4,628‰~",ibaraki
"4,628‰~",ibaraki
"4,628‰~",ibaraki
"4,900‰~",ibaraki
"4,900‰~",ibaraki
"4,900‰~",ibaraki
"4,900‰~",ibaraki
"4,900‰~",ibaraki
"4,900‰~",ibaraki
"4,900‰~",ibaraki
"4,900‰~",ibaraki
"4,900‰~",ibaraki
"4,900‰~",ibaraki
"4,900‰~",ibaraki
"4,900‰~",ibaraki
"4,978‰~",ibaraki
"5,264‰~",ibaraki
"5,264‰~",ibaraki
"5,264‰~",ibaraki
"5,264‰~",ibaraki
"5,264‰~",ibaraki
"5,264‰~",ibaraki
"5,537‰~",ibaraki
"5,537‰~",ibaraki
"5,537‰~",ibaraki
"5,537‰~",ibaraki
"5,537‰~",ibaraki
"5,537‰~",ibaraki
"5,537‰~",ibaraki
"5,628‰~",ibaraki
"5,810‰~",ibaraki
"5,810‰~",ibaraki
"5,810‰~",ibaraki
"5,810‰~",ibaraki
"5,810‰~",ibaraki
"5,810‰~",ibaraki
"5,810‰~",ibaraki
"5,887‰~",ibaraki
"6,160‰~",ibaraki
"6,173‰~",ibaraki
"6,173‰~",ibaraki
"6,173‰~",ibaraki
"6,173‰~",ibaraki
"6,173‰~",ibaraki
"6,446‰~",ibaraki
"6,523‰~",ibaraki
"6,537‰~",ibaraki
"6,719‰~",ibaraki
"6,719‰~",ibaraki
"6,810‰~",ibaraki
"7,082‰~",ibaraki
"7,173‰~",ibaraki
"7,355‰~",ibaraki
"7,355‰~",ibaraki
"7,355‰~",ibaraki
"7,628‰~",ibaraki
"7,628‰~",ibaraki
"7,628‰~",ibaraki
"7,628‰~",ibaraki
"7,991‰~",ibaraki
"7,991‰~",ibaraki
"7,991‰~",ibaraki
"8,264‰~",ibaraki
"8,264‰~",ibaraki
"8,537‰~",ibaraki
"8,537‰~",ibaraki
"8,900‰~",ibaraki
"9,446‰~",ibaraki
"10,355‰~",ibaraki
"10,355‰~",ibaraki
"11,264‰~",ibaraki
"11,264‰~",ibaraki
"11,264‰~",ibaraki
"11,264‰~",ibaraki
"11,264‰~",ibaraki
"11,264‰~",ibaraki
"11,614‰~",ibaraki
"12,173‰~",ibaraki
"12,173‰~",ibaraki
"12,173‰~",ibaraki
"12,173‰~",ibaraki
"12,173‰~",ibaraki
"12,264‰~",ibaraki
"13,082‰~",ibaraki
"13,082‰~",ibaraki
"13,082‰~",ibaraki
"13,082‰~",ibaraki
"13,082‰~",ibaraki
"13,432‰~",ibaraki
"13,991‰~",ibaraki
"13,991‰~",ibaraki
"14,082‰~",ibaraki
"14,341‰~",ibaraki
"14,900‰~",ibaraki
"14,991‰~",ibaraki
"15,810‰~",ibaraki
"3,355‰~",ibaraki
"3,355‰~",ibaraki
"5,173‰~",ibaraki
"5,173‰~",ibaraki
"6,591‰~",ibaraki
"15,137‰~",ibaraki
"7,046‰~",ibaraki
"7,319‰~",ibaraki
"7,773‰~",ibaraki
"4,682‰~",ibaraki
"10,319‰~",ibaraki
"10,773‰~",ibaraki
"4,864‰~",ibaraki
"4,864‰~",ibaraki
"4,864‰~",ibaraki
"4,955‰~",ibaraki
"5,137‰~",ibaraki
"5,137‰~",ibaraki
"5,319‰~",ibaraki
"5,319‰~",ibaraki
"5,319‰~",ibaraki
"5,319‰~",ibaraki
"5,319‰~",ibaraki
"5,773‰~",ibaraki
"5,773‰~",ibaraki
"5,773‰~",ibaraki
"5,773‰~",ibaraki
"5,773‰~",ibaraki
"6,273‰~",ibaraki
"6,410‰~",ibaraki
"6,410‰~",ibaraki
"6,410‰~",ibaraki
"6,410‰~",ibaraki
"6,864‰~",ibaraki
"6,864‰~",ibaraki
"6,910‰~",ibaraki
"10,773‰~",ibaraki
"11,228‰~",ibaraki
"11,228‰~",ibaraki
"11,682‰~",ibaraki
"12,137‰~",ibaraki
"12,137‰~",ibaraki
"12,137‰~",ibaraki
"12,591‰~",ibaraki
"12,955‰~",ibaraki
"13,046‰~",ibaraki
"13,410‰~",ibaraki
"13,546‰~",ibaraki
"3,569‰~",ibaraki
"6,114‰~",ibaraki
"2,673‰~",ibaraki
"4,946‰~",ibaraki
"4,946‰~",ibaraki
"2,673‰~",ibaraki
"2,855‰~",ibaraki
"2,855‰~",ibaraki
"2,855‰~",ibaraki
"2,855‰~",ibaraki
"2,855‰~",ibaraki
"2,855‰~",ibaraki
"2,855‰~",ibaraki
"2,855‰~",ibaraki
"2,855‰~",ibaraki
"2,855‰~",ibaraki
"3,128‰~",ibaraki
"3,128‰~",ibaraki
"3,128‰~",ibaraki
"3,128‰~",ibaraki
"3,128‰~",ibaraki
"3,128‰~",ibaraki
"3,128‰~",ibaraki
"3,128‰~",ibaraki
"3,128‰~",ibaraki
"3,128‰~",ibaraki
"3,140‰~",ibaraki
"3,400‰~",ibaraki
"3,582‰~",ibaraki
"3,582‰~",ibaraki
"3,582‰~",ibaraki
"3,582‰~",ibaraki
"3,582‰~",ibaraki
"3,582‰~",ibaraki
"3,582‰~",ibaraki
"3,582‰~",ibaraki
"3,582‰~",ibaraki
"4,037‰~",ibaraki
"4,037‰~",ibaraki
"4,037‰~",ibaraki
"4,037‰~",ibaraki
"4,037‰~",ibaraki
"4,037‰~",ibaraki
"4,037‰~",ibaraki
"4,037‰~",ibaraki
"4,037‰~",ibaraki
"4,491‰~",ibaraki
"4,491‰~",ibaraki
"4,491‰~",ibaraki
"4,491‰~",ibaraki
"4,491‰~",ibaraki
"4,491‰~",ibaraki
"4,491‰~",ibaraki
"4,491‰~",ibaraki
"4,946‰~",ibaraki
"4,946‰~",ibaraki
"4,946‰~",ibaraki
"4,946‰~",ibaraki
"4,946‰~",ibaraki
"4,946‰~",ibaraki
"4,946‰~",ibaraki
"4,946‰~",ibaraki
"4,946‰~",ibaraki
"4,946‰~",ibaraki
"4,946‰~",ibaraki
"5,400‰~",ibaraki
"5,400‰~",ibaraki
"5,855‰~",ibaraki
"5,855‰~",ibaraki
"5,855‰~",ibaraki
"5,855‰~",ibaraki
"5,855‰~",ibaraki
"5,855‰~",ibaraki
"5,855‰~",ibaraki
"6,764‰~",ibaraki
"6,764‰~",ibaraki
"6,764‰~",ibaraki
"6,764‰~",ibaraki
"7,673‰~",ibaraki
"7,673‰~",ibaraki
"7,673‰~",ibaraki
"7,673‰~",ibaraki
"7,673‰~",ibaraki
"7,673‰~",ibaraki
"7,673‰~",ibaraki
"7,673‰~",ibaraki
"7,673‰~",ibaraki
"7,673‰~",ibaraki
"8,582‰~",ibaraki
"8,582‰~",ibaraki
"8,582‰~",ibaraki
"8,582‰~",ibaraki
"8,582‰~",ibaraki
"8,582‰~",ibaraki
"8,582‰~",ibaraki
"8,582‰~",ibaraki
"9,491‰~",ibaraki
"9,491‰~",ibaraki
"9,491‰~",ibaraki
"9,491‰~",ibaraki
"9,491‰~",ibaraki
"9,491‰~",ibaraki
"9,491‰~",ibaraki
"9,491‰~",ibaraki
"10,400‰~",ibaraki
"10,400‰~",ibaraki
"10,400‰~",ibaraki
"10,400‰~",ibaraki
"10,400‰~",ibaraki
"10,400‰~",ibaraki
"11,310‰~",ibaraki
"11,310‰~",ibaraki
"11,310‰~",ibaraki
"12,219‰~",ibaraki
"12,219‰~",ibaraki
"12,219‰~",ibaraki
"12,219‰~",ibaraki
"12,219‰~",ibaraki
"13,128‰~",ibaraki
"13,128‰~",ibaraki
"13,128‰~",ibaraki
"13,128‰~",ibaraki
"13,128‰~",ibaraki
"14,037‰~",ibaraki
"14,037‰~",ibaraki
"14,946‰~",ibaraki
"14,946‰~",ibaraki
"14,946‰~",ibaraki
"15,855‰~",ibaraki
"2,219‰~",ibaraki
"4,037‰~",ibaraki
[‹àŠz],ibaraki
[‹àŠz],ibaraki
"4,382‰~",ibaraki
"10,928‰~",ibaraki
"11,382‰~",ibaraki
"4,564‰~",ibaraki
"4,410‰~",ibaraki
"7,319‰~",ibaraki
"7,319‰~",ibaraki
"5,705‰~",ibaraki
"5,500‰~",ibaraki
"10,773‰~",ibaraki
"10,773‰~",ibaraki
"4,341‰~",ibaraki
"9,137‰~",ibaraki
"9,591‰~",ibaraki
"4,591‰~",ibaraki
"4,591‰~",ibaraki
"4,864‰~",ibaraki
"5,046‰~",ibaraki
"5,319‰~",ibaraki
"5,500‰~",ibaraki
"5,500‰~",ibaraki
"5,500‰~",ibaraki
"9,591‰~",ibaraki
"10,046‰~",ibaraki
"10,500‰~",ibaraki
"10,500‰~",ibaraki
[‹àŠz],ibaraki
[‹àŠz],ibaraki
"5,500‰~",ibaraki
"10,000‰~",ibaraki
"10,000‰~",ibaraki
"6,000‰~",ibaraki
"6,000‰~",ibaraki
"6,000‰~",ibaraki
"6,000‰~",ibaraki
"6,500‰~",ibaraki
"6,500‰~",ibaraki
"6,500‰~",ibaraki
"6,500‰~",ibaraki
"7,000‰~",ibaraki
"7,000‰~",ibaraki
"7,000‰~",ibaraki
"7,500‰~",ibaraki
"11,000‰~",ibaraki
"11,000‰~",ibaraki
"11,000‰~",ibaraki
"12,000‰~",ibaraki
"12,000‰~",ibaraki
"12,000‰~",ibaraki
"12,000‰~",ibaraki
"13,000‰~",ibaraki
"13,000‰~",ibaraki
"13,000‰~",ibaraki
"14,000‰~",ibaraki
"15,500‰~",ibaraki
"15,500‰~",ibaraki
"20,900‰~",ibaraki
"20,900‰~",ibaraki
"21,000‰~",ibaraki
"21,000‰~",ibaraki
"21,100‰~",ibaraki
"22,900‰~",ibaraki
"22,900‰~",ibaraki
"23,000‰~",ibaraki
"23,000‰~",ibaraki
"23,500‰~",ibaraki
"23,500‰~",ibaraki
"25,500‰~",ibaraki
"26,400‰~",ibaraki
"26,400‰~",ibaraki
"26,600‰~",ibaraki
"27,000‰~",ibaraki
"27,000‰~",ibaraki
"27,000‰~",ibaraki
"27,500‰~",ibaraki
"27,500‰~",ibaraki
"27,500‰~",ibaraki
"27,500‰~",ibaraki
"28,400‰~",ibaraki
"28,400‰~",ibaraki
"28,500‰~",ibaraki
"31,000‰~",ibaraki
"31,000‰~",ibaraki
"31,500‰~",ibaraki
"31,500‰~",ibaraki
"32,300‰~",ibaraki
"32,500‰~",ibaraki
"32,500‰~",ibaraki
"32,900‰~",ibaraki
"34,500‰~",ibaraki
"34,500‰~",ibaraki
"36,300‰~",ibaraki
"36,500‰~",ibaraki
"38,400‰~",ibaraki
"38,500‰~",ibaraki
"38,500‰~",ibaraki
"43,500‰~",ibaraki
"47,500‰~",ibaraki
"4,500‰~",ibaraki
"6,000‰~",ibaraki
"3,591‰~",ibaraki
"6,773‰~",ibaraki
"7,046‰~",ibaraki
"3,773‰~",ibaraki
"3,864‰~",ibaraki
"3,864‰~",ibaraki
"4,046‰~",ibaraki
"4,046‰~",ibaraki
"4,046‰~",ibaraki
"4,046‰~",ibaraki
"4,319‰~",ibaraki
"4,319‰~",ibaraki
"4,319‰~",ibaraki
"4,500‰~",ibaraki
"4,500‰~",ibaraki
"4,682‰~",ibaraki
"4,682‰~",ibaraki
"4,682‰~",ibaraki
"4,773‰~",ibaraki
"4,864‰~",ibaraki
"4,864‰~",ibaraki
"4,955‰~",ibaraki
"5,319‰~",ibaraki
"5,319‰~",ibaraki
"5,591‰~",ibaraki
"5,591‰~",ibaraki
"5,773‰~",ibaraki
"7,591‰~",ibaraki
"7,864‰~",ibaraki
"7,955‰~",ibaraki
"8,500‰~",ibaraki
"8,500‰~",ibaraki
"8,500‰~",ibaraki
"8,773‰~",ibaraki
"8,864‰~",ibaraki
"8,864‰~",ibaraki
"8,864‰~",ibaraki
"8,955‰~",ibaraki
"9,137‰~",ibaraki
"9,410‰~",ibaraki
"9,682‰~",ibaraki
"9,864‰~",ibaraki
"10,319‰~",ibaraki
"11,228‰~",ibaraki
"11,228‰~",ibaraki
"11,228‰~",ibaraki
"12,137‰~",ibaraki
"12,137‰~",ibaraki
"12,137‰~",ibaraki
"2,682‰~",ibaraki
"2,932‰~",ibaraki
"4,500‰~",ibaraki
"4,932‰~",ibaraki
"4,591‰~",ibaraki
"11,228‰~",ibaraki
"11,410‰~",ibaraki
"4,773‰~",ibaraki
"4,955‰~",ibaraki
"5,046‰~",ibaraki
"5,046‰~",ibaraki
"5,228‰~",ibaraki
"5,319‰~",ibaraki
"5,410‰~",ibaraki
"5,500‰~",ibaraki
"5,500‰~",ibaraki
"5,500‰~",ibaraki
"5,773‰~",ibaraki
"5,773‰~",ibaraki
"5,864‰~",ibaraki
"5,955‰~",ibaraki
"5,955‰~",ibaraki
"6,410‰~",ibaraki
"6,864‰~",ibaraki
"6,864‰~",ibaraki
"7,319‰~",ibaraki
"11,682‰~",ibaraki
"12,137‰~",ibaraki
"12,591‰~",ibaraki
"12,773‰~",ibaraki
"13,046‰~",ibaraki
"13,228‰~",ibaraki
"13,500‰~",ibaraki
"14,864‰~",ibaraki
"15,773‰~",ibaraki
"15,773‰~",ibaraki
"16,682‰~",ibaraki
"16,682‰~",ibaraki
"16,682‰~",ibaraki
"17,137‰~",ibaraki
"3,137‰~",ibaraki
"3,137‰~",ibaraki
"4,046‰~",ibaraki
"5,500‰~",ibaraki
"5,500‰~",ibaraki
"6,410‰~",ibaraki
"8,182‰~",ibaraki
"21,364‰~",ibaraki
"22,273‰~",ibaraki
"8,637‰~",ibaraki
"8,637‰~",ibaraki
"9,091‰~",ibaraki
"9,546‰~",ibaraki
"9,546‰~",ibaraki
"9,546‰~",ibaraki
"9,546‰~",ibaraki
"10,000‰~",ibaraki
"10,000‰~",ibaraki
"10,455‰~",ibaraki
"10,455‰~",ibaraki
"11,364‰~",ibaraki
"11,728‰~",ibaraki
"6,819‰~",ibaraki
"17,364‰~",ibaraki
"18,091‰~",ibaraki
"8,546‰~",ibaraki
"8,910‰~",ibaraki
"8,910‰~",ibaraki
"8,910‰~",ibaraki
"8,910‰~",ibaraki
"8,910‰~",ibaraki
"9,182‰~",ibaraki
"9,182‰~",ibaraki
"9,182‰~",ibaraki
"9,273‰~",ibaraki
"9,455‰~",ibaraki
"9,819‰~",ibaraki
"9,910‰~",ibaraki
"10,273‰~",ibaraki
"18,182‰~",ibaraki
"18,273‰~",ibaraki
